Model,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Fiat 500,106,138,83,43,96,100,34,30,32,4,3,5
Hyundai Veloster,665,842,575,541,858,-,861,836,601,443,296,267
Mini Cooper,1157,1498,907,656,1457,1530,2119,1877,1998,1850,1520,2115
Volkswagen Beetle,523,677,410,506,1124,1181,-,-,-,-,-,-
