Model,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Chevrolet Spark,3038,3933,2382,956,2124,2231,2936,2610,2827,3523,2894,4026
Mitsubishi Mirage,1511,1852,1283,1352,1202,1252,2047,1820,1972,1634,1342,1868
